id,owner,title,datetaken,tags,latitude,longitude
30261515160,66538459@N00,New Orleans 2013,21-05-2013 13:08,,29.999476,-90.093555
26619874054,66538459@N00,Forrest of Nicene Mark Waterfall,22-05-2016 13:49,beautiful dressing wife,37.044322,-121.900348
26921818010,66538459@N00,Serrena at beach,22-05-2016 10:49,,36.970809,-121.954464
26921820560,66538459@N00,Capitola Pier,22-05-2016 10:46,ocean california beach water beautiful hair berkeley pier pretty anniversary gorgeous mexican mature german stunning wife venetian brunette lovely capitola 40s syrian,36.970998,-121.953735
27196660615,66538459@N00,The Venetian,22-05-2016 09:45,,36.971885,-121.952952
26940318245,66538459@N00,Golden Gate Windmill,07-05-2016 14:28,,37.770443,-122.509435
26872239221,66538459@N00,Golden Gate Windmill,07-05-2016 14:32,,37.770443,-122.509435
26940306935,66538459@N00,IMG_9851,08-05-2016 12:35,,37.568392,-122.021498
26335631233,66538459@N00,Pam Cox,08-05-2016 12:58,,37.568392,-122.021498
26335632873,66538459@N00,Inspecting the hive for a queen,08-05-2016 12:40,,37.568392,-122.021498
26940307245,66538459@N00,3 beekeepers,08-05-2016 12:38,,37.568392,-122.021498
26666774690,66538459@N00,Sean at Baker Beach,07-05-2016 16:34,,37.795947,-122.482609
26666777450,66538459@N00,Baker Beach,07-05-2016 16:31,,37.795947,-122.482609
26901903366,66538459@N00,Serrena at Baker Beach,07-05-2016 16:42,,37.795947,-122.482609
26329947474,66538459@N00,_MG_0098_pp,07-05-2016 16:33,,37.795947,-122.482609
26841365242,66538459@N00,_MG_0183_pp,07-05-2016 16:43,,37.795947,-122.482609
26833021151,66538459@N00,Wall of graffiti with the Pacific Ocean behind her,07-05-2016 13:43,,37.795947,-122.482609
26900384095,66538459@N00,_MG_0069,07-05-2016 16:29,,37.795947,-122.482609
26296053073,66538459@N00,Serrena at Baker Beach in San Francisco,07-05-2016 13:43,,37.795947,-122.482609
26696890421,66538459@N00,Serrena and Ben enjoying the backyard.  10 fruit trees and the yard is done.,01-05-2016 20:19,,37.568392,-122.021498
26619885482,66538459@N00,Finally took out the rats nests.  No more Italian cypress trees.,29-04-2016 07:42,,37.568392,-122.021498
26106823274,66538459@N00,Finally took out the rats nests.  No more Italian cypress trees.,28-04-2016 18:23,,37.568392,-122.021498
25776115383,66538459@N00,Looking through another frame for the queen.,11-04-2016 15:04,,37.568392,-122.021498
26352945176,66538459@N00,2016-04-11_04-50-38,11-04-2016 15:08,,37.568392,-122.021498
25776101493,66538459@N00,Serrena hunting for the old queen,11-04-2016 15:09,,37.568392,-122.021498
26378819085,66538459@N00,The old queen,11-04-2016 15:31,,37.568392,-122.021498
26105990220,66538459@N00,Our old queens were producing sloppy cone and fairly aggressive bees.  We executed them and replaced them with some nice chill Italian queens.  Some of that honey now gets converted to honey wine and the entire hive is much more relaxed. :),11-04-2016 16:49,,37.568392,-122.021498
26378810075,66538459@N00,Adding the new queen to the hive.  A nice relaxed Italian.,11-04-2016 15:31,,37.568392,-122.021498
26238397855,66538459@N00,Utah Salt Flats,30-06-2008 10:42,,40.760403,-113.829345
26172050681,66538459@N00,Castle Montelena,22-12-2015 14:25,,38.603301,-122.59887
25965446230,66538459@N00,Eastern Sierra Backpacking,06-07-2015 05:44,,38.075865,-119.300365
26172045701,66538459@N00,Eastern Sierra backpacking trip,06-07-2015 18:10,,38.075865,-119.300365
26145722912,66538459@N00,roseglam,18-03-2016 14:43,,37.085836,-121.797512
26238173875,66538459@N00,Uvas Canyon Waterfall Shoot,18-03-2016 14:45,,37.085836,-121.797512
26145729312,66538459@N00,_MG_9627,18-03-2016 14:41,,37.085836,-121.797512
26145726022,66538459@N00,_MG_9562_pp,18-03-2016 14:29,,37.085836,-121.797512
26145727292,66538459@N00,_MG_9482_pp,18-03-2016 14:02,,37.085836,-121.797512
25965286560,66538459@N00,_MG_9475_pp,18-03-2016 14:02,,37.085836,-121.797512
25964951690,66538459@N00,Hiking in Castle Rock,02-04-2016 16:43,,37.877356,-121.9837
25635171703,66538459@N00,Hiking in Castle Rock,02-04-2016 16:42,,37.877356,-121.9837
26171561851,66538459@N00,Castle Rock Hike,02-04-2016 16:37,,37.877356,-121.9837
26211957216,66538459@N00,Castle Rock Hiking Trail,02-04-2016 16:34,,37.877356,-121.9837
25635196023,66538459@N00,Castle Rock,02-04-2016 16:34,,37.877356,-121.9837
26211952776,66538459@N00,Castle Rock,02-04-2016 16:33,beautiful pretty gorgeous lovely,37.877356,-121.9837
26145425252,66538459@N00,Castle Rock,02-04-2016 17:04,,37.877356,-121.9837
26074682611,66538459@N00,First frame from the hive,25-03-2016 20:59,,37.568392,-122.021498
26141014485,66538459@N00,Serrena and Ben moving boxes,25-03-2016 12:46,,37.568392,-122.021498
25519782153,66538459@N00,Solar Panels in Fremont,29-03-2016 14:56,,37.568392,-122.021498
25967705806,66538459@N00,Serrena at Lagunitas,06-02-2016 18:29,california beer sampler flight ale craft petaluma sucks lagunitas lager sumpin,38.272078,-122.662482
25898660291,66538459@N00,Calistoga Mustard,06-02-2016 13:49,,38.578604,-122.606649
25357928634,66538459@N00,_MG_9702,21-03-2016 18:40,,37.482687,-121.924949
25964724996,66538459@N00,_MG_9701,21-03-2016 18:40,,37.482687,-121.924949
25895687641,66538459@N00,_MG_9700,21-03-2016 18:40,,37.482687,-121.924949
25990638145,66538459@N00,_MG_9696,21-03-2016 18:39,,37.482687,-121.924949
25690094100,66538459@N00,Eagle Scout Badge,21-03-2016 18:39,,37.482687,-121.924949
25361919233,66538459@N00,_MG_9691,21-03-2016 18:39,,37.482687,-121.924949
25361919743,66538459@N00,_MG_9689,21-03-2016 18:39,,37.482687,-121.924949
25990641575,66538459@N00,_MG_9688,21-03-2016 18:39,,37.482687,-121.924949
25964730626,66538459@N00,_MG_9685,21-03-2016 18:39,,37.482687,-121.924949
25569943996,66538459@N00,Big rainbow trout for Serrena,06-07-2015 12:05,,38.075865,-119.300365
24941635363,66538459@N00,Bryce Canyon with snow,21-02-2016 17:30,,37.625059,-112.165904
24937828724,66538459@N00,Bryce Canyon with snow,21-02-2016 17:30,,37.625059,-112.165904
25449767732,66538459@N00,Bryce Canyon with snow and moon,21-02-2016 17:28,,37.625059,-112.165904
25542191156,66538459@N00,Down in the hoodoos,21-02-2016 16:38,,37.625059,-112.165904
25272732750,66538459@N00,Hoodoo bridge,21-02-2016 16:26,,37.625059,-112.165904
24937841554,66538459@N00,Abdallah avoiding the ice trail,21-02-2016 16:24,,37.625059,-112.165904
24941651023,66538459@N00,Bryce Canyon ice trail,21-02-2016 16:17,,37.625059,-112.165904
25542204456,66538459@N00,Bryce Canyon,21-02-2016 16:07,,37.625059,-112.165904
24941654413,66538459@N00,Bryce Canyon,21-02-2016 16:04,,37.625059,-112.165904
24026350680,66538459@N00,Pleasanton Ridge,10-01-2016 15:43,,37.623427,-121.901423
22961408734,66538459@N00,Serrena in front of fireplace.,06-12-2015 10:26,beauty sunshine model floor gorgeous mexican german stunning wife brunette hardwood syrian ageless,38.582446,-122.576844
23480240602,66538459@N00,Serrena Carter in Calistoga,06-12-2015 12:40,,38.603301,-122.59887
23562731956,66538459@N00,_MG_7179_pp,06-12-2015 12:38,,38.603301,-122.59887
23480246412,66538459@N00,Serrena in front of Chateau Montelena,06-12-2015 12:34,,38.603301,-122.59887
